model,series,x,bf
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,142,1.5876703301134205
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,143,1.5871825981701269
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,144,1.5866755616483055
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,145,1.5861804249432723
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,146,1.5852686459604224
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,147,1.58470370387377
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,148,1.5837207438670748
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,149,1.583026425318668
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,150,1.5820758332645506
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,151,1.5812410537833075
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,152,1.5802208384271332
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,153,1.579331760744823
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,154,1.578611475838944
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,155,1.5778184508733337
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,156,1.5769447067592894
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,157,1.5762383300992524
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,158,1.5753641950358415
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,159,1.5744888564660908
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,160,1.5738835005762015
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,161,1.5731859193314395
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,162,1.5723497258103154
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,163,1.5716980944086345
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,164,1.570822767765394
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,165,1.5699621444233012
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,166,1.5694937074361135
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,167,1.5685604411967204
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,168,1.5678243934434675
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,169,1.5674296822821867
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,170,1.5668141232651833
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,171,1.5662172949793915
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,172,1.565388911441238
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,173,1.5647778963760948
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,174,1.5642876076707994
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,175,1.5637723725718717
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,176,1.5629158468464734
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,177,1.563267955650044
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,178,1.5625491024851847
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,179,1.5615841239721986
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,180,1.5608043726940395
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,181,1.5602684281478456
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,182,1.5618412981414977
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,183,1.5612689114108118
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,184,1.5604890437101389
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,185,1.5601148279990964
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,186,1.5594544177458391
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,187,1.558560888661576
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,188,1.5584249020079428
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,189,1.557752791067821
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,190,1.557154675820618
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,191,1.556654976321251
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,192,1.5559406700517608
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,193,1.5553515442902501
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,194,1.5549411548025307
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,195,1.5542133382983623
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,196,1.5535435877593071
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,197,1.5528201269198287
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,198,1.5521047743432725
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,199,1.5515358978465477
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,200,1.5508685796894321
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,201,1.550295290901545
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,202,1.5498773102499577
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,203,1.549426664952455
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,204,1.549158334410757
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,205,1.5485764141136904
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,206,1.5479205923435642
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,207,1.5471458963798541
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,208,1.5467905626619944
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,209,1.5464076547995267
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,210,1.5458166195965504
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,211,1.5450390892701495
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,212,1.54431537817221
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,213,1.5438359362384249
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,214,1.543152308298214
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,215,1.5424884816543045
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,216,1.5419783494555344
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,217,1.5412169293474085
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,218,1.5406735900263608
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,219,1.5400800149839287
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,220,1.5394655208205295
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,221,1.5388575774439974
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,222,1.5382269169147593
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,223,1.5375762232461603
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,224,1.53700235745613
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,225,1.5364694891443085
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,226,1.5360101506847639
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,227,1.5354981354727781
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,228,1.5351657622030366
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,229,1.5346166802013046
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,230,1.5340987875756158
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,231,1.533541455887901
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,232,1.532897939940998
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,233,1.5323275202615538
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,234,1.5318743146238245
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,235,1.531374463927849
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,236,1.5309938708073862
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,237,1.5305308760351428
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,238,1.530011207575168
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,239,1.529405797899516
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,240,1.5286989906467996
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,241,1.5281818573274535
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,242,1.5276183190952353
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,243,1.5270773267712634
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,244,1.5264133045695545
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,245,1.526154207149792
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,246,1.5256574359640689
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,247,1.524940204287326
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,248,1.5244159544445044
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,249,1.5239277338567432
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,250,1.5231452450289849
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,251,1.5227130753750406
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,252,1.5220150609071386
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,253,1.5213319784637975
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,254,1.5208383047288743
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,255,1.5202823511495127
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,256,1.5196267385622244
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,257,1.5184736545437603
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,258,1.5180145789085755
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,259,1.5175774704605702
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,260,1.5169652566427283
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,261,1.5164372583257886
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,262,1.5159851934929514
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,263,1.515562337039259
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,264,1.5151772708159161
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,265,1.5148781536285463
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,266,1.514427162312655
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,267,1.514164154650927
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,268,1.5138082152259043
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,269,1.513298431496436
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,270,1.5128876244775025
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,271,1.51228894855318
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,272,1.511945287542941
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,273,1.511351933661994
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,274,1.5109932247341333
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,275,1.5102573137890558
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,276,1.5097695071340287
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,277,1.5091652821314998
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,278,1.508512069955374
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,279,1.5081573458487603
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,280,1.5075621904420122
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,281,1.5069691138937942
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,282,1.5065670202361428
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,283,1.5061463058636948
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,284,1.505685630961246
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,285,1.5050828397078653
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,286,1.5048053060225512
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,287,1.504713232592749
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,288,1.5043232196553473
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,289,1.5038026858771525
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,290,1.5033527623779832
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,291,1.5031396448845036
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,292,1.5026307062808826
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,293,1.5023683585536298
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,294,1.5021035911026113
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,295,1.503598797982468
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,296,1.5033810245162422
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,297,1.5030977306598505
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,298,1.502723027366686
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,299,1.502329598802784
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,300,1.50199198654596
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,301,1.5016469800480072
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,302,1.5011188409395742
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,303,1.4972393921440752
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,304,1.4967948579805952
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,305,1.4964252848146355
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,306,1.4959407202614068
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,307,1.495672675025132
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,308,1.4953052820315875
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,309,1.4949845706475595
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,310,1.4946534762165484
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,311,1.4939971110591117
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,312,1.4938692032693077
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,313,1.493404862875544
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,314,1.492992358777043
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,315,1.49265505117469
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,316,1.4925481177118596
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,317,1.49209587447776
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,318,1.4916295771667756
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,319,1.4912469018205385
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,320,1.4909186814872324
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,321,1.4903811622850143
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,322,1.4899476719060714
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,323,1.489344930732507
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,324,1.488972957055168
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,325,1.4885487190146602
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,326,1.4882123474126001
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,327,1.4877977758248995
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,328,1.4874292083757144
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,329,1.4868549773217903
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,330,1.4866677914993462
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,331,1.484863930421729
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,332,1.4843363768491535
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,333,1.4839226908040837
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,334,1.4834817150339268
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,335,1.4829633241010167
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,336,1.4825111943507323
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,337,1.48203137744304
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,338,1.4817116186218366
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,339,1.4811325013546517
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,340,1.4807485824844848
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,341,1.4778332281184126
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,342,1.477566906350896
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,343,1.477229878287509
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,344,1.476685032179517
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,345,1.4734272450999406
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,346,1.4729988807598753
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,347,1.4726573881519593
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,348,1.472063453953872
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,349,1.471701105009574
Meta-Llama-3-8B-Instruct,self_conditioned_baseline,350,1.4723891192176317
